contig	gi	accession	locus	locus name	locus symbol	activity	alias	description	keywords	organism	pubmed_ids	chromosome	mol_type	marker	allele	comments
singlet	3947732	AJ009719	AJ009719	disease resistance; nl25 gene	nl25		nl25|nl25|	Solanum tuberosum mRNA for NL25 protein.	disease resistance; nl25 gene; NL25 protein	potato			mRNA|			
singlet	3402278	AJ000999	AJ000999	beta-subunit; K+ channel	kb1		kb1|kb1|	Solanum tuberosum mRNA for putative beta-subunit of K+ channel.	beta-subunit; K+ channel; kb1 gene	potato			mRNA|			
singlet	3395594	AJ009932	AJ009932	beta-1,3-glucanase; gluB gene	glub		gluB|gluB|	Solanum tuberosum mRNA for beta-1,3-glucanase.	beta-1,3-glucanase; gluB gene	potato			mRNA|			
singlet	3097270	AJ005802	AJ005802	ferrochelatase	AJ005802	tetrapyrrole biosynthesis		Solanum tuberosum, cultivar binje, mRNA for ferrochelatase.	ferrochelatase; tetrapyrrole biosynthesis	potato			mRNA|			
singlet	2894108	AJ002391	AJ002391	high mobility group protein	AJ002391			Solanum tuberosum mRNA for high mobility group protein.	high mobility group protein	potato			mRNA|			
singlet	2706449	AJ225172	AJ225172	PPA2 gene; pyrophosphatase	ppa2		ppa2|ppa2|	Solanum tuberosum mRNA for magnesium dependent soluble inorganic pyrophosphatase.	PPA2 gene; pyrophosphatase	potato	10092174|		mRNA|			
singlet	62529836	AY885654	AY885654	mycorrhiza-inducible inorganic phosphate transporter	pt5	inorganic phosphate transporter	PT5|PT5|	Solanum tuberosum mycorrhiza-inducible inorganic phosphate transporter (PT5) mRNA, partial cds.		potato	15807785|		mRNA|			
singlet	58430481	AB182378	AB182378	AB182378 glycosyltransferase	ptt21		ptt#2-1|ptt#2-1|	Solanum tuberosum ptt#2-1 gene for putative glycosyltransferase, partial cds.		potato	15821879|		genomic DNA|			
singlet	56392764	AY684102	AY684102	methyl jasmonate esterase	mje	methyl jasmonate esterase	MJE|MJE|	Solanum tuberosum methyl jasmonate esterase (MJE) mRNA, complete cds.		potato	15772286|		mRNA|			
singlet	62120372	AJ890444	AJ890444	homoserine kinase; hsk gene	hsk	homoserine kinase	hsk|hsk|	Solanum tuberosum subsp. tuberosum partial mRNA for homoserine kinase (hsk gene).	homoserine kinase; hsk gene	potato			mRNA|			
singlet	60686956	AY935538	AY935538	APETALA1/FRUITFUL gene	AY935538			Solanum tuberosum APETALA1/FRUITFUL gene, partial cds.		potato			genomic DNA|			
singlet	60685031	AY942642	AY942642	mitochondrial SBP40	AY942642			Solanum tuberosum mitochondrial SBP40 mRNA, complete cds; nuclear gene for mitochondrial product.		potato			mRNA|			
singlet	60651761	AY939781	AY939781	APETALA1/FRUITFUL	AY939781			Solanum tuberosum APETALA1/FRUITFUL gene, partial cds.		potato			genomic DNA|			
singlet	57339043	AY442179	AY442179	AY442179 catalase	AY442179	catalase		Solanum tuberosum catalase mRNA, partial cds.		potato			mRNA|			
singlet	57335858	AJ812329	AJ812329	x				Solanum tuberosum Ty-copia retrotransposon partial pseudogene for reverse transcriptase, clone B21.	retrotransposon; reverse transcriptase	potato			genomic DNA|			
singlet	57335857	AJ812328	AJ812328	x				Solanum tuberosum Ty-copia retrotransposon partial pseudogene for reverse transcriptase, clone B19.	retrotransposon; reverse transcriptase	potato			genomic DNA|			
singlet	57335849	AJ812323	AJ812323	x				Solanum tuberosum Ty-copia retrotransposon partial pseudogene for reverse transcriptase, clone B10.	retrotransposon; reverse transcriptase	potato			genomic DNA|			
singlet	57335836	AJ812315	AJ812315	x				Solanum tuberosum Ty-copia retrotransposon partial pseudogene for reverse transcriptase, clone R32.	retrotransposon; reverse transcriptase	potato			genomic DNA|			
singlet	57335813	AJ812301	AJ812301	x				Solanum tuberosum Ty-copia retrotransposon partial pseudogene for reverse transcriptase, clone R2.	retrotransposon; reverse transcriptase	potato			genomic DNA|			
singlet	35397104	AF464865	AF464865	x				Solanum tuberosum clone pB15-3-IGS 25S ribosomal RNA gene, partial sequence; 25S-18S ribosomal RNA intergenic spacer, complete sequence; and 18S ribosomal RNA gene, partial sequence.		potato	13678676|15604755|		genomic DNA|			
singlet	35397103	AF464863	AF464863	x				Solanum tuberosum clone pB15-2-IGS 25S ribosomal RNA gene, partial sequence; 25S-18S ribosomal RNA intergenic spacer, complete sequence; and 18S ribosomal RNA gene, partial sequence.		potato	13678676|15604755|		genomic DNA|			
singlet	56565159	Y16695	Y16695	x				Solanum tuberosum (clone pSTGL18-1) repetitive DNA-element.		potato			genomic DNA|			
singlet	56565158	Y16694	Y16694	x				Solanum tuberosum (clone pSTGL4-1) repetitive DNA-element.		potato			genomic DNA|			
singlet	56565148	Y16684	Y16684	x				Solanum tuberosum satellite DNA (clone pR2_382/5).		potato			genomic DNA|			
singlet	56267949	AY795902	AY795902	NADH dehydrogenase subunit 2	nad2		nad2|nad2|	Solanum tuberosum cultivar Shepody NADH dehydrogenase subunit 2 (nad2) mRNA, partial cds; mitochondrial.		potato			mRNA|			
singlet	38679328	AY387685	AY387685	harpin binding protein 1 (HrBP1)	hrbp1	harpin binding	HrBP1|HrBP1|HrBP1|HrBP1|	Solanum tuberosum harpin binding protein 1 (HrBP1) mRNA, complete cds.		potato			mRNA|			
singlet	33338871	AF238305	AF238305	calcium homeostasis regulator CHoR1	chor1			Solanum tuberosum calcium homeostasis regulator CHoR1 mRNA, complete cds.		potato			mRNA|			
singlet	55956985	AJ864713	AJ864713	glycosyltransferase (x34.2 gene)	x342	glycosyltransferase	x34.2|x34.2|	Solanum tuberosum mRNA for putative glycosyltransferase (x34.2 gene).	glycosyltransferase; x34.2 gene	potato			mRNA|			
singlet	55956975	AJ864708	AJ864708	alpha-6-galactosyltransferase (x34.3 gene)	x343		x34.3|x34.3|	Solanum tuberosum mRNA for alpha-6-galactosyltransferase (x34.3 gene).	alpha-6-galactosyltransferase; x34.3 gene	potato			mRNA|			
singlet	47834704	AY579889	AY579889	AML1	aml1			Solanum tuberosum AML1 mRNA, complete cds.		potato	15356386|		mRNA|			
singlet	53771856	AY742957	AY742957	peroxisomal ascorbate peroxidase	AY742957	peroxisomal ascorbate peroxidase	APX|APX|	Solanum tuberosum peroxisomal ascorbate peroxidase (APX) mRNA, partial cds.		potato			mRNA|			
singlet	53771854	AY742959	AY742959	cytosolic ascorbate peroxidase	AY742959	cytosolic ascorbate peroxidase	APX|APX|	Solanum tuberosum cytosolic ascorbate peroxidase (APX) mRNA, partial cds.		potato			mRNA|			
singlet	53854258	AY741549	AY741549	DING protein	AY741549			Solanum tuberosum DING protein gene, partial cds.		potato			genomic DNA|			
singlet	51492778	AY693785	AY693785	x				Solanum tuberosum clone cSTB39G13 CENP-C mRNA, complete cds.		potato	15345035|		mRNA|			
singlet	53831239	AY548041	AY548041	x			R1|R1|	Solanum tuberosum clone 3318 R1-like (R1) gene, partial sequence.		potato			genomic DNA|			
singlet	53831108	AY547620	AY547620	x			R1|R1|	Solanum tuberosum clone 1405 R1-like (R1) gene, partial sequence.		potato			genomic DNA|			
singlet	47716658	AY598343	AY598343	purple acid phosphatase 1	pap1	purple acid phosphatase	PAP1|PAP1|	Solanum tuberosum purple acid phosphatase 1 (PAP1) mRNA, complete cds.		potato			mRNA|			
singlet	47716656	AY598342	AY598342	purple acid phosphatase 3	pap3	purple acid phosphatase	PAP3|PAP3|	Solanum tuberosum purple acid phosphatase 3 (PAP3) mRNA, complete cds.		potato			mRNA|			
singlet	47716654	AY598341	AY598341	purple acid phosphatase 2	pap2	purple acid phosphatase	PAP2|PAP2|	Solanum tuberosum purple acid phosphatase 2 (PAP2) mRNA, partial cds.		potato			mRNA|			
singlet	2225996	Y09699	Y09699	inward rectifying potassium channel	skt2		SKT2|SKT2|	Solanum tuberosum mRNA for putative inward rectifying potassium channel, SKT2.	potassium channel; SKT2 gene	potato	9202139|		mRNA|			
singlet	516165	X80386	X80386	pPOM34 mitochondrial 34kDa porin	ppom34			S.tuberosum pPOM34 mRNA for mitochondrial 34kDa porin.	porin protein	potato	7929361|		mRNA|			
singlet	456211	Z30162	Z30162	60S ribosomal protein L27	Z30162			S.tuberosum mRNA for 60S ribosomal protein L27.	60S ribosomal protein L27; ribosomal protein L27	potato	8058833|		mRNA|			
singlet	438253	Z25862	Z25862	T subunit of glycine decarboxylase multi-enzyme complex	Z25862	glycine decarboxylase		S.tuberosum mRNA for T subunit of glycine decarboxylase multi-enzyme complex.	glycine decarboxylase; T protein	potato	8165246|		mRNA|			
singlet	397630	Z22645	Z22645	invertase gene encoding beta-fructofuranosidase	Z22645	beta-fructofuranosidase		S.tuberosum invertase gene encoding beta-fructofuranosidase.	beta-fructofuranosidase; invertase gene	potato	8056333|		mRNA|			
singlet	51871852	AY704177	AY704177	jasmonic acid 2	AY704177			Solanum tuberosum jasmonic acid 2 mRNA, complete cds.		potato			mRNA|			
singlet	51340059	AY690423	AY690423	glucose-6-phosphate isomerase	gpi		GPI|GPI|	Solanum tuberosum cultivar USW 2230 glucose-6-phosphate isomerase (GPI) mRNA, complete cds.		potato			mRNA|			
singlet	50978429	AJ786773	AJ786773	peripheral-type benzodiazepine receptor	AJ786773	benzodiazepine receptor		Solanum tuberosum mRNA for peripheral-type benzodiazepine receptor.	peripheral-type benzodiazepine receptor	potato	15215507|		mRNA|			
singlet	37222956	AY300043	AY300043	AY300043 ATP synthase beta subunit	AY300043			Solanum tuberosum putative ATP synthase beta subunit mRNA, partial cds.		potato			mRNA|			
singlet	37222954	AY300041	AY300041	AY300041 fructose-bisphosphate aldolase	AY300041	fructose-bisphosphate aldolase		Solanum tuberosum putative fructose-bisphosphate aldolase protein mRNA, partial cds.		potato			mRNA|			
singlet	37222950	AY300040	AY300040	ethylene receptor protein	AY300040	ethylene receptor		Solanum tuberosum putative ethylene receptor protein mRNA, partial cds.		potato			mRNA|			
singlet	37222948	AY300039	AY300039	Rieske Fe-S protein precursor	fes		FeS|FeS|	Solanum tuberosum putative Rieske Fe-S protein precursor (FeS) mRNA, complete cds; nuclear gene for chloroplast product.		potato			mRNA|			
singlet	50511758	AY662681	AY662681	polygalacturonase inhibitor protein precursor	gpip1		PGIP-1|PGIP-1|PGIP-1|	Solanum tuberosum polygalacturonase inhibitor protein precursor (PGIP-1) gene, partial cds.		potato			genomic DNA|			
singlet	50402823	AY673975	AY673975	phosphatidylinositol synthase	AY673975	phosphatidylinositol synthase		Solanum tuberosum phosphatidylinositol synthase mRNA, partial cds.		potato			mRNA|			
singlet	50346892	AY662344	AY662344	short-chain dehydrogenase/reductase	AY662344	dehydrogenase/reductase		Solanum tuberosum short-chain dehydrogenase/reductase mRNA, complete cds.		potato			mRNA|			
singlet	47078320	AY536918	AY536918	tocopherol cyclase	sxd1		SXD1|SXD1|	Solanum tuberosum tocopherol cyclase (SXD1) mRNA, complete cds; nuclear gene for chloroplast product.		potato	15247386|		mRNA|			
singlet	48773761	AY631046	AY631046	x				Solanum tuberosum clone FIN2 telomere-associated sequence.		potato			genomic DNA|			
singlet	17979212	AY070220	AY070220	14-3-3 protein isoform 16R	AY070220			Solanum tuberosum 14-3-3 protein isoform 16R gene, complete cds.		potato			genomic DNA|			
singlet	4582923	AF047842	AF047842	phosphoglycerate mutase	pgam	phosphoglycerate mutase	pgam|pgam|	Solanum tuberosum phosphoglycerate mutase (pgam) mRNA, complete cds.		potato			mRNA|			
singlet	47571340	AY603690	AY603690	chloroplast phosphate transporter precursor (PHT2;1)	pht21	phosphate transporter	PHT2;1|PHT2;1|	Solanum tuberosum chloroplast phosphate transporter precursor (PHT2;1) mRNA, complete cds; nuclear gene for chloroplast product.		potato			mRNA|			
singlet	47156056	AY601110	AY601110	plastid-dividing ring protein	ftsz1		FtsZ1|FtsZ1|	Solanum tuberosum plastid-dividing ring protein (FtsZ1) mRNA, complete cds; nuclear gene for plastid product.		potato			mRNA|			
singlet	39653214	AY377987	AY377987	pollen-specific lysine-rich protein SBgLR gene	sbglr			Solanum tuberosum pollen-specific lysine-rich protein SBgLR gene, complete cds.		potato			genomic DNA|			
AY196161	37781361	AY196161	AY196161	nematode resistance-like protein (Gro1 gene)	gro1			Solanum tuberosum nematode resistance-like protein (Gro1-11) gene, Gro1-11-P41 allele, complete sequence.		potato	15078331|	7	genomic DNA|		Gro1-11	
AY196161	37781359	AY196160	AY196160	nematode resistance Gro1-10	gro110			Solanum tuberosum nematode resistance-like protein (Gro1-10) gene, Gro1-10-P41 allele, partial cds.		potato	15078331|	7	genomic DNA|		Gro1-10	
AY196161	37781289	AY196158	AY196158					Solanum tuberosum nematode resistance-like protein (Gro1-14) pseudogene, complete sequence.		potato	15078331|	7	genomic DNA|		Gro1-14	
AY196161	37781284	AY196155	AY196155					Solanum tuberosum nematode resistance-like protein (Gro1-6) pseudogene, complete sequence.		potato	15078331|	7	genomic DNA|		Gro1-6	
AY196161	37781281	AY196154	AY196154					Solanum tuberosum nematode resistance-like protein (Gro1-3) pseudogene, complete sequence.		potato	15078331|	7	genomic DNA|		Gro1-3	
singlet	1420872	X98891	X98891	inorganic phosphate transporter, PT2	pt2		PT2|PT2|	Solanum tuberosum mRNA for inorganic phosphate transporter, PT2.	inorganic phosphate transporter; PT2 gene; transmembrane protein	potato	9090882|		mRNA|			
singlet	46518271	AB124833	AB124833	AB124833 CC-NB-LRR protein	steiga51		StEIG-A51|StEIG-A51|	Solanum tuberosum StEIG-A51 mRNA for CC-NB-LRR protein, complete cds.		potato			mRNA|			
singlet	42495021	AY484445	AY484445	phytoene desaturase	pds	phytoene desaturase	pds|pds|	Solanum tuberosum phytoene desaturase (pds) mRNA, partial cds; nuclear gene for chromoplast product.		potato	15084725|		mRNA|			
singlet	41176618	AY510449	AY510449	AY510449 4-alpha-glucanotransferase	de2	4-alpha-glucanotransferase	DE2|DE2|	Solanum tuberosum 4-alpha-glucanotransferase (DE2) mRNA, complete cds.		potato	15034166|		mRNA|			
singlet	20087000	AF492358	AF492358	kunitz-type proteinase inhibitor precursor P1D4	AF492358			Solanum tuberosum putative kunitz-type proteinase inhibitor precursor P1D4 mRNA, complete cds.		potato	12783302|		mRNA|			
singlet	18308087	AF460237	AF460237	Kunitz-type enzyme inhibitor S9C11	AF460237			Solanum tuberosum Kunitz-type enzyme inhibitor S9C11 mRNA, complete cds.		potato	12783302|		mRNA|			
singlet	39933025	AY356322	AY356322	L521 gene	l521		L521|L521|	Solanum tuberosum L521 gene, complete sequence.		potato			genomic DNA|			
singlet	39933024	AY356321	AY356321	L41 gene	l41		L41|L41|	Solanum tuberosum L41 gene, complete sequence.		potato			genomic DNA|			
singlet	39933023	AY356320	AY356320	L382 gene	l382			Solanum tuberosum putative ribosomal protein and L382 genes, complete sequence.		potato			genomic DNA|			
singlet	39933022	AY356319	AY356319	L381 gene	l381		L381|L381|	Solanum tuberosum L381 gene, complete sequence.		potato			genomic DNA|			
singlet	39933021	AY356318	AY356318	L376 gene	l376		L376|L376|	Solanum tuberosum L376 gene, complete sequence.		potato			genomic DNA|			
singlet	39933020	AY356317	AY356317	L374 gene	l374		L374|L374|	Solanum tuberosum L374 gene, complete sequence.		potato			genomic DNA|			
singlet	39933019	AY356316	AY356316	L373 gene	l373		L373|L373|	Solanum tuberosum L373 gene, complete sequence.		potato			genomic DNA|			
singlet	39933018	AY356315	AY356315	L363 gene	l363		L363|L363|	Solanum tuberosum L363 gene, complete sequence.		potato			genomic DNA|			
singlet	39933017	AY356314	AY356314	L362 gene	l362		L362|L362|	Solanum tuberosum L362 gene, complete sequence.		potato			genomic DNA|			
singlet	39933016	AY356313	AY356313	L272 gene	l272		L272|L272|	Solanum tuberosum L272 gene, complete sequence.		potato			genomic DNA|			
singlet	39933015	AY356312	AY356312	L262 gene	l262		L262|L262|	Solanum tuberosum L262 gene, complete sequence.		potato			genomic DNA|			
singlet	45533924	AY485992	AY485992	hin1-like protein	AY485992			Solanum tuberosum hin1-like protein mRNA, partial cds.		potato			mRNA|			
singlet	45421751	AJ630506	AJ630506	MYC transcription factor (jamyc10 gene)	jamyc10	transcription factor	jamyc10|jamyc10|	Solanum tuberosum partial mRNA for MYC transcription factor (jamyc10 gene).	jamyc10 gene; MYC transcription factor	potato			mRNA|			
singlet	18496863	AF466618	AF466618	Ve resistance gene analog gene	AF466618			Solanum tuberosum clone StVe1-02c Ve resistance gene analog gene, partial cds.		potato	14523522|		genomic DNA|			
singlet	37781555	AY197749	AY197749	UDP-glucose 4-epimerase (StUGE45)	uge45	epimerase	StUGE45|StUGE45|	Solanum tuberosum UDP-glucose 4-epimerase (StUGE45) mRNA, complete cds.		potato			mRNA|			
singlet	33186654	AY221089	AY221089	cellulose synthase (StCesA2)	cesa2	cellulose synthase	StCesA2|StCesA2|	Solanum tuberosum cellulose synthase (StCesA2) mRNA, partial cds.		potato			mRNA|			
singlet	33186652	AY221088	AY221088	cellulose synthase (StCesA4)	cesa4	cellulose synthase	StCesA4|StCesA4|	Solanum tuberosum cellulose synthase (StCesA4) mRNA, partial cds.		potato			mRNA|			
singlet	33186650	AY221087	AY221087	cellulose synthase (StCesA3)	cesa3	cellulose synthase	StCesA3|StCesA3|	Solanum tuberosum cellulose synthase (StCesA3) mRNA, complete cds.		potato			mRNA|			
singlet	33186648	AY221086	AY221086	cellulose synthase (StCesA1)	cesa1	cellulose synthase	StCesA1|StCesA1|	Solanum tuberosum cellulose synthase (StCesA1) mRNA, partial cds.		potato			mRNA|			
singlet	33186646	AY221085	AY221085	UDP-Glc-4-epimerase (StUGE51)	uge51	epimerase	StUGE51|StUGE51|	Solanum tuberosum UDP-Glc-4-epimerase (StUGE51) mRNA, complete cds.		potato			mRNA|			
singlet	5734586	AJ245862	AJ245862	external rotenone-insensitive NADPH dehydrogenase	ndb1	NADPH dehydrogenase	ndb1|ndb1|	Solanum tuberosum mRNA for external rotenone-insensitive NADPH dehydrogenase (ndb1 gene).	NADPH dehydrogenase; ndb1 gene	potato	10571867|14731260|		mRNA|			
singlet	40548869	AY495968	AY495968	YABBY1	yabby1		YABBY1|YABBY1|	Solanum tuberosum YABBY1 (YABBY1) mRNA, partial cds.		potato			mRNA|			
singlet	27803889	AY185207	AY185207	NtPRp27	AY185207			Solanum tuberosum NtPRp27-like protein mRNA, complete cds.		potato			mRNA|			
singlet	31505991	AY293738	AY293738	phosphoenolpyruvate carboxylase kinase 2	AY293738	phosphoenolpyruvate carboxylase kinase		Solanum tuberosum phosphoenolpyruvate carboxylase kinase 2 gene, partial cds.		potato	10571893|14630963|		genomic DNA|			
singlet	39636799	AY426265	AY426265	blight resistance protein SH20	AY426265			Solanum tuberosum blight resistance protein SH20 gene, partial cds.		potato	14675451|	8	genomic DNA|			
singlet	39636784	AY426264	AY426264	blight resistance protein SH10	AY426264			Solanum tuberosum blight resistance protein SH10 gene, partial cds.		potato	14675451|	8	genomic DNA|			
singlet	24745963	AB061267	AB061267	yippee-like protein	AB061267			Solanum tuberosum mRNA for yippee-like protein, complete cds.		potato			mRNA|			
singlet	24745958	AB061266	AB061266	AB061266 lipid transfer protein	ltp	lipid transfer		Solanum tuberosum mRNA for putative lipid transfer protein, complete cds.		potato			mRNA|			
singlet	24745953	AB061265	AB061265	low temperature and salt responsive protein	ltsr		StLTSR|StLTSR|	Solanum tuberosum StLTSR mRNA for low temperature and salt responsive protein, complete cds.		potato			mRNA|			
singlet	24745949	AB061264	AB061264	hyoscyamine 6-beta-hydroxylase	h6h	hydroxylase		Solanum tuberosum mRNA for hyoscyamine 6-beta-hydroxylase-like protein, partial cds.		potato			mRNA|			
singlet	24745939	AB061262	AB061262	citrate binding protein	cbp	citrate binding	StCBP|StCBP|	Solanum tuberosum StCBP mRNA for citrate binding protein, complete cds.		potato			mRNA|			
singlet	24745935	AB061261	AB061261	ankyrin-like protein	AB061261			Solanum tuberosum mRNA for ankyrin-like protein, complete cds.		potato			mRNA|			
